도시,월,일,계절,오전날씨,오후날씨,기온,풍속,강수량
다카마쓰,12,26,겨울,비,비,9,1.2,2
다카마쓰,12,27,겨울,비,맑음,10.8,4,15
다카마쓰,12,28,겨울,맑음,흐림,5.3,3,0
다카마쓰,12,29,겨울,다소흐림,비,5.2,2.9,0
다카마쓰,12,30,겨울,쾌청,맑음,6.4,2.6,0
다카마쓰,12,31,겨울,쾌청,맑음,6.6,2,0
가나자와,1,1,겨울,흐림,맑음,5.6,2.8,0.5
가나자와,1,2,겨울,흐림,맑음,10.9,7,0.5
가나자와,1,3,겨울,맑음,맑음,12.6,5.5,0
가나자와,1,4,겨울,비,흐림,11.3,5.3,1.5
가나자와,1,5,겨울,비,비,9.1,4.1,3.5
가나자와,1,6,겨울,흐림,흐림,8,3,0
가나자와,1,7,겨울,비,비,5.2,2.5,19.5
가나자와,1,8,겨울,비,비,5,5.4,17
가나자와,1,9,겨울,맑음,흐림,4.8,4.4,14
가나자와,1,10,겨울,흐림,비,6.3,6.7,4
가나자와,1,11,겨울,비,흐림,3.6,4.6,2.5
가나자와,1,12,겨울,흐림,비,2.2,3.8,0
가나자와,1,13,겨울,흐림,흐림,3.3,5.2,14
가나자와,1,14,겨울,눈,진눈깨비,3.2,5.8,33
가나자와,1,15,겨울,진눈깨비,비,3.8,4.2,5
가나자와,1,16,겨울,비,비,4.1,4.5,4.5
가나자와,1,17,겨울,맑음,흐림,4.2,4.5,0
가나자와,1,18,겨울,비,비,6.6,6.6,24.5
가나자와,1,19,겨울,우박,눈,1.5,12.4,13.5
가나자와,1,20,겨울,진눈깨비,흐림,3.8,7.7,6
가나자와,1,21,겨울,흐림,흐림,2.7,2.8,6
가나자와,1,22,겨울,눈,눈,1.1,2.7,6
가나자와,1,23,겨울,다소흐림,비,2.3,4.1,6.5
가나자와,1,24,겨울,우박,흐림,-0.4,11.6,17
가나자와,1,25,겨울,흐림,흐림,0.7,4.4,4
가나자와,1,26,겨울,맑음,맑음,3.8,4.6,0
가나자와,1,27,겨울,비,흐림,6.2,6.6,1.5
가나자와,1,28,겨울,비,흐림,7.7,4,0.5
가나자와,1,29,겨울,비,비,4.7,7.3,22.5
가나자와,1,30,겨울,흐림,맑음,4.3,4.2,8
가나자와,1,31,겨울,맑음,흐림,5.7,2.8,5
가나자와,2,1,겨울,흐림,흐림,2.2,5.1,0
가나자와,2,2,겨울,눈,눈,2,3.4,1.5
가나자와,2,3,겨울,눈,맑음,3,2.4,0.5
가나자와,2,4,겨울,흐림,흐림,4.7,5.4,11.5
가나자와,2,5,겨울,맑음,흐림,6,2.8,7.5
가나자와,2,6,겨울,흐림,흐림,3.8,4.2,22
가나자와,2,7,겨울,눈,맑음,1.5,3.7,0
가나자와,2,8,겨울,쾌청,맑음,4,3.5,2
가나자와,2,9,겨울,진눈깨비,흐림,3.9,7.3,33
가나자와,2,10,겨울,눈,맑음,3.9,4.9,2
가나자와,2,11,겨울,쾌청,쾌청,4.4,4.3,0
가나자와,2,12,겨울,다소흐림,흐림,9.1,2.4,0
가나자와,2,13,겨울,비,비,13.3,2.6,5
가나자와,2,14,겨울,비,비,12.4,6.7,27
가나자와,2,15,겨울,눈,눈,1.7,4.4,22.5
가나자와,2,16,겨울,눈,눈,0.5,6.2,34
가나자와,2,17,겨울,진눈깨비,눈,1.5,4,30.5
가나자와,2,18,겨울,쾌청,쾌청,4.7,3.4,0
가나자와,2,19,겨울,맑음,흐림,8.5,5.6,0
가나자와,2,20,겨울,흐림,비,6.8,3.5,26.5
가나자와,2,21,겨울,맑음,흐림,6.7,7.2,3
가나자와,2,22,겨울,다소흐림,흐림,4.5,2.9,1
가나자와,2,23,겨울,흐림,흐림,6.9,5,3
가나자와,2,24,겨울,눈,맑음,2.4,3.9,0
가나자와,2,25,겨울,맑음,흐림,2.6,4,3.5
가나자와,2,26,겨울,눈,흐림,2.3,4.5,13.5
가나자와,2,27,겨울,쾌청,비,6,5,3
가나자와,2,28,겨울,쾌청,쾌청,8.1,2.3,0
가나자와,2,29,겨울,비,비,6,7.5,29
가나자와,3,1,봄,우박,흐림,1.1,4.9,3.5
가나자와,3,2,봄,흐림,흐림,4.1,5,5
가나자와,3,3,봄,비,맑음,8.3,5.3,0
가나자와,3,4,봄,다소흐림,쾌청,8.3,3.3,0
가나자와,3,5,봄,비,쾌청,11.5,3.6,0
가나자와,3,6,봄,다소흐림,흐림,16.2,5.4,0
가나자와,3,7,봄,흐림,맑음,12.4,5,2.5
가나자와,3,8,봄,흐림,흐림,11.4,3.4,0
가나자와,3,9,봄,비,비,4.9,6,9.5
가나자와,3,10,봄,다소흐림,흐림,4.6,4.5,0
가나자와,3,11,봄,맑음,맑음,4.7,3.7,4
가나자와,3,12,봄,진눈깨비,맑음,4,3.6,0
가나자와,3,13,봄,다소흐림,흐림,5.7,2.6,3
가나자와,3,14,봄,흐림,흐림,5.1,3.9,7.5
가나자와,3,15,봄,비,쾌청,5.7,3,1.5
가나자와,3,16,봄,다소흐림,다소흐림,8.3,3.2,0
가나자와,3,17,봄,쾌청,쾌청,10.9,2.6,0
가나자와,3,18,봄,다소흐림,비,12.8,3.4,3.5
가나자와,3,19,봄,비,흐림,11.2,3.2,13.5
가나자와,3,20,봄,흐림,흐림,8.6,3.8,0
가나자와,3,21,봄,맑음,쾌청,7.1,3.1,0
가나자와,3,22,봄,쾌청,맑음,9.6,4.5,0
가나자와,3,23,봄,흐림,흐림,8.6,4.6,1
가나자와,3,24,봄,비,맑음,5.8,3.3,0
가나자와,3,25,봄,진눈깨비,맑음,4.8,2.8,2
가나자와,3,26,봄,맑음,맑음,7,3.1,0
가나자와,3,27,봄,다소흐림,쾌청,8.1,2.4,0
가나자와,3,28,봄,쾌청,맑음,9.5,2.6,0
가나자와,3,29,봄,쾌청,다소흐림,11.4,2.6,0
가나자와,3,30,봄,흐림,흐림,13.9,5.5,0
가나자와,3,31,봄,맑음,다소흐림,12.5,2.2,0
가나자와,4,1,봄,맑음,다소흐림,14.8,5.1,0
가나자와,4,2,봄,맑음,맑음,15.9,2.1,0
가나자와,4,3,봄,흐림,흐림,17.8,3.6,1
가나자와,4,4,봄,비,비,10.6,5.8,26
가나자와,4,5,봄,흐림,맑음,11.3,3.3,0.5
가나자와,4,6,봄,다소흐림,다소흐림,12.5,2.8,0
가나자와,4,7,봄,비,비,13,5.1,45.5
가나자와,4,8,봄,흐림,흐림,13.6,3.3,0
가나자와,4,9,봄,다소흐림,맑음,16.8,4.7,0
가나자와,4,10,봄,다소흐림,흐림,15.8,4.5,0
가나자와,4,11,봄,흐림,맑음,7.3,4.9,9.5
가나자와,4,12,봄,맑음,다소흐림,9.2,2.8,0
가나자와,4,13,봄,흐림,흐림,15.1,3.9,28
가나자와,4,14,봄,다소흐림,맑음,15.4,3.6,1
가나자와,4,15,봄,맑음,쾌청,11.5,4.1,0
가나자와,4,16,봄,쾌청,다소흐림,15.4,1.9,0
가나자와,4,17,봄,흐림,맑음,19,8.7,1
가나자와,4,18,봄,흐림,흐림,14.3,5.5,0
가나자와,4,19,봄,흐림,쾌청,12.5,5.2,0
가나자와,4,20,봄,쾌청,다소흐림,13.4,1.8,0
가나자와,4,21,봄,흐림,비,14.9,2.9,28
가나자와,4,22,봄,비,흐림,14.5,3.8,4
가나자와,4,23,봄,맑음,흐림,15.6,3.7,0
가나자와,4,24,봄,맑음,흐림,15.3,3.9,0
가나자와,4,25,봄,다소흐림,다소흐림,15.8,3.5,0
가나자와,4,26,봄,쾌청,다소흐림,16.8,4,0
가나자와,4,27,봄,다소흐림,흐림,15.6,6.2,3.5
가나자와,4,28,봄,비,비,12.4,5.7,52.5
가나자와,4,29,봄,비,맑음,11.7,4.7,0.5
가나자와,4,30,봄,맑음,흐림,14.2,3.9,0
가나자와,5,1,봄,흐림,흐림,17.2,5.6,0
가나자와,5,2,봄,다소흐림,다소흐림,19.1,2.8,0
가나자와,5,3,봄,다소흐림,흐림,22.2,3.4,0
가나자와,5,4,봄,쾌청,쾌청,20.3,9.7,11.5
가나자와,5,5,봄,맑음,다소흐림,17.9,7.3,0
가나자와,5,6,봄,흐림,흐림,19.3,4.1,0
가나자와,5,7,봄,흐림,다소흐림,18.8,6.9,0
가나자와,5,8,봄,쾌청,다소흐림,16.5,4.5,0
가나자와,5,9,봄,흐림,흐림,17.5,2.8,0
가나자와,5,10,봄,흐림,흐림,17.8,2.8,9.5
가나자와,5,11,봄,비,비,16.5,6.6,11
가나자와,5,12,봄,맑음,쾌청,16,2.8,0
가나자와,5,13,봄,쾌청,다소흐림,18.9,3,0
가나자와,5,14,봄,흐림,다소흐림,17.5,4.8,0
가나자와,5,15,봄,다소흐림,다소흐림,21.5,2.6,0
가나자와,5,16,봄,다소흐림,흐림,21.1,4.8,10
가나자와,5,17,봄,맑음,맑음,15,2.9,6.5
가나자와,5,18,봄,쾌청,쾌청,17.9,3.9,0
가나자와,5,19,봄,다소흐림,다소흐림,19.5,2.7,0
가나자와,5,20,봄,맑음,맑음,19.7,2.4,0
가나자와,5,21,봄,맑음,쾌청,18.7,3.1,0
가나자와,5,22,봄,쾌청,쾌청,19.1,3,0
가나자와,5,23,봄,쾌청,맑음,20.5,3.1,0
가나자와,5,24,봄,다소흐림,다소흐림,25.1,2.6,0
가나자와,5,25,봄,흐림,흐림,22.1,3.1,2
가나자와,5,26,봄,흐림,흐림,23.7,2.3,0.5
가나자와,5,27,봄,흐림,쾌청,20,4.3,24
가나자와,5,28,봄,흐림,흐림,20.3,1.7,0
가나자와,5,29,봄,다소흐림,흐림,21.3,2.9,2.5
가나자와,5,30,봄,비,흐림,18.3,3.3,4
가나자와,5,31,봄,다소흐림,다소흐림,21,4.6,0
가나자와,6,1,여름,맑음,맑음,17.9,3.8,0
가나자와,6,2,여름,맑음,쾌청,16.7,4.7,0
가나자와,6,3,여름,쾌청,쾌청,18.7,2.1,0
가나자와,6,4,여름,다소흐림,흐림,22.2,3.7,0
가나자와,6,5,여름,맑음,맑음,20.9,4.6,0
가나자와,6,6,여름,다소흐림,다소흐림,20.7,4.4,0
가나자와,6,7,여름,흐림,흐림,21.6,2.2,0
가나자와,6,8,여름,다소흐림,다소흐림,23.7,2.2,0
가나자와,6,9,여름,비,비,21.3,2,16.5
가나자와,6,10,여름,맑음,쾌청,22.2,4.1,0
가나자와,6,11,여름,다소흐림,다소흐림,24.9,2.2,0
가나자와,6,12,여름,다소흐림,다소흐림,25.2,2.3,0.5
가나자와,6,13,여름,비,흐림,21,3,25
가나자와,6,14,여름,비,다소흐림,22.3,2.2,1
가나자와,6,15,여름,맑음,다소흐림,25.1,2.4,0
가나자와,6,16,여름,흐림,비,24.5,2.2,4.5
가나자와,6,17,여름,흐림,흐림,22.9,5,8
가나자와,6,18,여름,다소흐림,맑음,23.3,2.9,0
가나자와,6,19,여름,흐림,비,23.7,2.4,1
가나자와,6,20,여름,흐림,흐림,24.5,4.6,0
가나자와,6,21,여름,흐림,쾌청,23.7,3.2,22
가나자와,6,22,여름,흐림,흐림,24.2,3.1,7
가나자와,6,23,여름,비,흐림,21.4,3.8,24.5
가나자와,6,24,여름,흐림,비,22.6,2.8,11.5
가나자와,6,25,여름,흐림,흐림,23.4,7.5,24
가나자와,6,26,여름,흐림,쾌청,21.5,4.2,44
가나자와,6,27,여름,쾌청,다소흐림,23.3,3.5,0
가나자와,6,28,여름,흐림,흐림,20.6,3.8,6.5
가나자와,6,29,여름,흐림,비,22.4,2.8,2.5
가나자와,6,30,여름,흐림,흐림,24.2,3.6,1.5
가나자와,7,1,여름,맑음,맑음,26.7,2.3,0
가나자와,7,2,여름,흐림,흐림,29.5,5.3,0
가나자와,7,3,여름,비,흐림,25.3,4.9,15.5
가나자와,7,4,여름,흐림,비,24.6,3.2,14
가나자와,7,5,여름,흐림,흐림,26,2.9,9.5
가나자와,7,6,여름,다소흐림,맑음,28.3,5.2,0
가나자와,7,7,여름,비,흐림,24.9,3.4,0
가나자와,7,8,여름,흐림,흐림,25.3,2,8
가나자와,7,9,여름,비,비,23.5,2.2,18.5
가나자와,7,10,여름,다소흐림,맑음,25.3,2.8,0
가나자와,7,11,여름,맑음,다소흐림,25.5,3.1,0
가나자와,7,12,여름,맑음,흐림,26.2,2.3,0
가나자와,7,13,여름,흐림,흐림,27.3,4,21.5
가나자와,7,14,여름,맑음,흐림,25.6,5,1.5
가나자와,7,15,여름,비,비,22.4,6,21
가나자와,7,16,여름,흐림,흐림,24.9,3.5,0
가나자와,7,17,여름,비,흐림,25.4,3.7,11.5
가나자와,7,18,여름,맑음,흐림,25.1,2.3,0
가나자와,7,19,여름,맑음,맑음,25.1,2.8,0
가나자와,7,20,여름,맑음,흐림,25,4.6,0
가나자와,7,21,여름,흐림,흐림,24.3,4,0
가나자와,7,22,여름,흐림,다소흐림,24.9,3.4,0
가나자와,7,23,여름,다소흐림,다소흐림,26.8,2.5,0
가나자와,7,24,여름,다소흐림,다소흐림,27.7,2.4,0
가나자와,7,25,여름,흐림,흐림,27.1,2.5,0
가나자와,7,26,여름,비,흐림,25.1,3.2,39
가나자와,7,27,여름,다소흐림,다소흐림,28.6,3.1,0
가나자와,7,28,여름,흐림,맑음,29.7,2.4,0
가나자와,7,29,여름,맑음,맑음,29.6,2.6,0
가나자와,7,30,여름,맑음,맑음,29,2.4,0
가나자와,7,31,여름,쾌청,맑음,28.8,3,0
가나자와,8,1,여름,맑음,맑음,27.8,3.1,0.5
가나자와,8,2,여름,흐림,맑음,27.5,2.9,0
가나자와,8,3,여름,흐림,맑음,27.5,2.3,0
가나자와,8,4,여름,맑음,맑음,27.8,3.3,0
가나자와,8,5,여름,맑음,맑음,28.3,3.2,0
가나자와,8,6,여름,쾌청,쾌청,29,3.3,0
가나자와,8,7,여름,쾌청,쾌청,30.1,2.2,0
가나자와,8,8,여름,쾌청,맑음,29.1,3.5,0
가나자와,8,9,여름,비,흐림,27.9,3.2,0
가나자와,8,10,여름,흐림,다소흐림,26.3,3.5,0
가나자와,8,11,여름,다소흐림,맑음,26.5,3.6,0
가나자와,8,12,여름,쾌청,맑음,27.7,3.1,0
가나자와,8,13,여름,쾌청,맑음,29,2.5,0
가나자와,8,14,여름,흐림,맑음,28.6,2.3,0
가나자와,8,15,여름,비,맑음,27.3,2.8,28
가나자와,8,16,여름,맑음,비,27,3.8,61.5
가나자와,8,17,여름,비,맑음,27.3,3.1,10.5
가나자와,8,18,여름,맑음,맑음,28.3,4.7,0
가나자와,8,19,여름,맑음,맑음,28.9,4.7,0
가나자와,8,20,여름,흐림,맑음,28.8,2.6,4
가나자와,8,21,여름,맑음,맑음,29.5,2.8,0
가나자와,8,22,여름,맑음,흐림,28.7,3.2,0.5
가나자와,8,23,여름,맑음,맑음,27.6,4.5,1
가나자와,8,24,여름,흐림,흐림,27.7,4,0
가나자와,8,25,여름,쾌청,쾌청,29.7,2.3,0
가나자와,8,26,여름,맑음,비,27.1,4.1,13.5
가나자와,8,27,여름,흐림,흐림,23.1,5,18.5
가나자와,8,28,여름,맑음,흐림,24.2,4,0
가나자와,8,29,여름,흐림,흐림,25.8,2.7,4
가나자와,8,30,여름,비,비,22,5,65.5
가나자와,8,31,여름,맑음,쾌청,27.6,5.8,0
가나자와,9,1,가을,맑음,다소흐림,26.4,3.1,0
가나자와,9,2,가을,다소흐림,맑음,26.6,2.6,0
가나자와,9,3,가을,맑음,맑음,27.7,3.2,0
가나자와,9,4,가을,맑음,비,27.8,2.5,7.5
가나자와,9,5,가을,흐림,흐림,26.9,2.2,1
가나자와,9,6,가을,비,맑음,26.1,3.3,1
가나자와,9,7,가을,흐림,흐림,27.1,5,0
가나자와,9,8,가을,비,비,24,4.9,24
가나자와,9,9,가을,흐림,흐림,23.4,2.5,4
가나자와,9,10,가을,맑음,맑음,23.8,3.8,0
가나자와,9,11,가을,흐림,다소흐림,24.9,4.2,0
가나자와,9,12,가을,다소흐림,비,24.3,4.1,3.5
가나자와,9,13,가을,비,흐림,23.1,3.7,48
가나자와,9,14,가을,흐림,흐림,23.9,2.1,5.5
가나자와,9,15,가을,다소흐림,다소흐림,23.7,2.9,0
가나자와,9,16,가을,흐림,흐림,24,1.6,0
가나자와,9,17,가을,흐림,비,23.6,3.4,11
가나자와,9,18,가을,비,비,21.4,2.9,93
가나자와,9,19,가을,비,흐림,20.4,5,26
가나자와,9,20,가을,비,비,19.2,6.3,45
가나자와,9,21,가을,흐림,흐림,21.8,4.3,0
가나자와,9,22,가을,흐림,비,22,2.7,15.5
가나자와,9,23,가을,비,흐림,20.5,2.4,2.5
가나자와,9,24,가을,다소흐림,흐림,21.6,3.4,0
가나자와,9,25,가을,다소흐림,다소흐림,24.5,1.9,0
가나자와,9,26,가을,비,비,24.4,2.1,1.5
가나자와,9,27,가을,맑음,흐림,26.4,2.4,0
가나자와,9,28,가을,비,비,23.5,1.9,43
가나자와,9,29,가을,비,흐림,20.2,3.4,46.5
가나자와,9,30,가을,맑음,흐림,19.4,2.3,12.5
가나자와,10,1,가을,흐림,맑음,20.7,3.6,6
가나자와,10,2,가을,맑음,맑음,23.9,2.9,0
가나자와,10,3,가을,흐림,흐림,24.9,2.9,0
가나자와,10,4,가을,흐림,흐림,23.5,5,0
가나자와,10,5,가을,흐림,비,23.7,6.8,0
가나자와,10,6,가을,흐림,맑음,20.9,4.5,3.5
가나자와,10,7,가을,맑음,맑음,19.4,6.1,0
가나자와,10,8,가을,흐림,비,22.3,3.2,41.5
가나자와,10,9,가을,흐림,흐림,18.2,4.3,43
가나자와,10,10,가을,흐림,흐림,16.2,4.5,0
가나자와,10,11,가을,다소흐림,흐림,16.7,3.2,0
가나자와,10,12,가을,맑음,비,15.7,3.2,3.5
가나자와,10,13,가을,흐림,다소흐림,15.2,3,0
가나자와,10,14,가을,맑음,쾌청,15.8,3.3,0
가나자와,10,15,가을,쾌청,쾌청,16.7,2.5,0
가나자와,10,16,가을,맑음,흐림,19.1,2.6,0
가나자와,10,17,가을,흐림,흐림,20.3,2.4,11
가나자와,10,18,가을,맑음,흐림,21.1,3.1,0
가나자와,10,19,가을,흐림,흐림,20.9,2.5,0
가나자와,10,20,가을,맑음,쾌청,19.7,4.1,0
가나자와,10,21,가을,다소흐림,다소흐림,14.8,4.8,0
가나자와,10,22,가을,다소흐림,비,15.7,2.5,0
가나자와,10,23,가을,흐림,흐림,15.7,4.9,0
가나자와,10,24,가을,쾌청,쾌청,13.3,4.7,0
가나자와,10,25,가을,흐림,흐림,17,4.3,1.5
가나자와,10,26,가을,흐림,맑음,19.5,3.1,6
가나자와,10,27,가을,쾌청,쾌청,15,4.7,0
가나자와,10,28,가을,흐림,비,13.2,5.1,27
가나자와,10,29,가을,흐림,흐림,13.2,4.3,8.5
가나자와,10,30,가을,다소흐림,맑음,12,4.1,0
가나자와,10,31,가을,흐림,흐림,14.1,3.3,0
가나자와,11,1,가을,비,비,11.8,5.2,1.5
가나자와,11,2,가을,쾌청,쾌청,11.2,4.4,0
가나자와,11,3,가을,흐림,흐림,11.8,5.9,28.5
가나자와,11,4,가을,쾌청,맑음,12.3,2.7,7.5
가나자와,11,5,가을,쾌청,쾌청,14.9,4.6,0
가나자와,11,6,가을,흐림,흐림,12.1,5.4,2.5
가나자와,11,7,가을,쾌청,쾌청,11.2,4.6,0
가나자와,11,8,가을,흐림,비,12.6,5.3,27
가나자와,11,9,가을,비,비,7.1,3.8,1.5
가나자와,11,10,가을,다소흐림,흐림,8.9,4.9,0
가나자와,11,11,가을,맑음,흐림,13.4,4.4,11.5
가나자와,11,12,가을,맑음,쾌청,14,2.3,0
가나자와,11,13,가을,쾌청,맑음,14.1,2.5,0
가나자와,11,14,가을,흐림,흐림,14.9,1.9,1.5
가나자와,11,15,가을,비,흐림,14.4,4.9,12.5
가나자와,11,16,가을,흐림,맑음,9.9,3.1,0
가나자와,11,17,가을,비,비,9.2,3.9,6
가나자와,11,18,가을,쾌청,맑음,9.9,2.2,0
가나자와,11,19,가을,비,흐림,14.9,4,16
가나자와,11,20,가을,비,흐림,16.1,4.3,0.5
가나자와,11,21,가을,다소흐림,흐림,13.9,4.6,0
가나자와,11,22,가을,흐림,맑음,14.6,3.6,3
가나자와,11,23,가을,비,맑음,6.4,6,2
가나자와,11,24,가을,맑음,맑음,7.4,6.3,0
가나자와,11,25,가을,비,흐림,8.1,4,10
가나자와,11,26,가을,맑음,흐림,10.5,2.3,6
가나자와,11,27,가을,비,비,11.2,2.2,21
가나자와,11,28,가을,흐림,흐림,9.6,3.7,2.5
가나자와,11,29,가을,흐림,비,7.6,3.2,2
가나자와,11,30,가을,다소흐림,흐림,7.2,2.9,0.5
가나자와,12,1,겨울,흐림,비,14.2,7.4,6.5
가나자와,12,2,겨울,맑음,맑음,10,4,0
가나자와,12,3,겨울,쾌청,쾌청,11.4,2.4,0
가나자와,12,4,겨울,다소흐림,흐림,12,2.5,0.5
가나자와,12,5,겨울,흐림,흐림,13.3,5.4,5
가나자와,12,6,겨울,비,비,8.5,6.5,12
가나자와,12,7,겨울,맑음,비,6.9,4.6,6
가나자와,12,8,겨울,맑음,맑음,7.5,2.7,11.5
가나자와,12,9,겨울,비,비,10.1,7.1,15
가나자와,12,10,겨울,우박,흐림,4.8,4.2,5
가나자와,12,11,겨울,비,진눈깨비,2.9,3.6,6.5
가나자와,12,12,겨울,다소흐림,다소흐림,4.4,2.3,0
가나자와,12,13,겨울,비,흐림,10.4,3.5,17
가나자와,12,14,겨울,비,흐림,6.2,5.8,15
가나자와,12,15,겨울,진눈깨비,흐림,4,3.4,0
가나자와,12,16,겨울,눈,흐림,2.2,3.8,18.5
가나자와,12,17,겨울,비,비,5.5,5.1,10
가나자와,12,18,겨울,흐림,맑음,9.6,4.4,0
가나자와,12,19,겨울,흐림,흐림,11.2,3.6,0
가나자와,12,20,겨울,흐림,맑음,11.1,2.2,0.5
가나자와,12,21,겨울,쾌청,다소흐림,10.6,2.5,0
