도시,월,일,계절,오전날씨,오후날씨,기온,풍속,강수량
요코하마,1,2,겨울,다소흐림,맑음,7.9,2.2,0
요코하마,1,3,겨울,맑음,다소흐림,10.1,2,0
요코하마,1,4,겨울,쾌청,쾌청,10.8,1.9,0
요코하마,1,5,겨울,쾌청,맑음,11.8,2.1,0
요코하마,1,6,겨울,흐림,다소흐림,9.7,2.3,0
요코하마,1,7,겨울,쾌청,맑음,9.3,3.2,0
요코하마,1,8,겨울,쾌청,다소흐림,8.1,2.6,0
요코하마,1,9,겨울,쾌청,쾌청,8.1,2.5,0
요코하마,1,10,겨울,쾌청,맑음,8.4,2.4,0
요코하마,1,11,겨울,흐림,맑음,7.9,2.6,0
요코하마,1,12,겨울,흐림,흐림,4.5,3.4,0
요코하마,1,13,겨울,흐림,쾌청,5.8,2,0
요코하마,1,14,겨울,쾌청,쾌청,7.1,2,0
요코하마,1,15,겨울,흐림,맑음,6.5,3.5,0
요코하마,1,16,겨울,쾌청,쾌청,7.2,2.6,0
요코하마,1,17,겨울,맑음,흐림,6.5,3.3,3.5
요코하마,1,18,겨울,비,흐림,4.5,5.9,45.5
요코하마,1,19,겨울,쾌청,쾌청,5.7,7,0
요코하마,1,20,겨울,쾌청,맑음,4.8,5.2,0
요코하마,1,21,겨울,맑음,다소흐림,5.9,3,0
요코하마,1,22,겨울,맑음,맑음,6.4,4,0
요코하마,1,23,겨울,흐림,비,4.8,3.2,0
요코하마,1,24,겨울,쾌청,쾌청,3.6,4.2,0
요코하마,1,25,겨울,쾌청,쾌청,3.6,2.5,0
요코하마,1,26,겨울,맑음,쾌청,4.7,2.5,0
요코하마,1,27,겨울,쾌청,맑음,7.3,2.5,0
요코하마,1,28,겨울,쾌청,쾌청,8.6,1.8,0
요코하마,1,29,겨울,비,비,5.8,3.2,21
요코하마,1,30,겨울,비,흐림,3.9,4.2,3.5
요코하마,1,31,겨울,흐림,흐림,6.8,1.9,0
요코하마,2,1,겨울,흐림,흐림,5.2,3.1,0
요코하마,2,2,겨울,맑음,맑음,6,3.8,0
요코하마,2,3,겨울,흐림,맑음,5.6,3.9,0
요코하마,2,4,겨울,흐림,맑음,6,2.3,0
요코하마,2,5,겨울,쾌청,다소흐림,7.7,2.3,0
요코하마,2,6,겨울,흐림,흐림,7.2,3.3,0
요코하마,2,7,겨울,쾌청,맑음,5.6,4.2,0
요코하마,2,8,겨울,흐림,맑음,5.1,2.8,0
요코하마,2,9,겨울,쾌청,맑음,7.2,4,0
요코하마,2,10,겨울,쾌청,쾌청,6.6,4.8,0
요코하마,2,11,겨울,쾌청,쾌청,6.6,3.5,0
요코하마,2,12,겨울,흐림,흐림,7.3,2.7,0.5
요코하마,2,13,겨울,맑음,맑음,14.5,4.3,0
요코하마,2,14,겨울,비,맑음,18.6,8.2,53
요코하마,2,15,겨울,맑음,흐림,8.8,4.8,0.5
요코하마,2,16,겨울,쾌청,맑음,5.8,4,0
요코하마,2,17,겨울,쾌청,맑음,6.8,4.8,0
요코하마,2,18,겨울,흐림,맑음,6.7,3.1,0
요코하마,2,19,겨울,쾌청,맑음,11,2.6,0
요코하마,2,20,겨울,흐림,비,8.2,3.5,39.5
요코하마,2,21,겨울,맑음,맑음,10.3,3.7,0
요코하마,2,22,겨울,다소흐림,흐림,7.4,3.5,0
요코하마,2,23,겨울,흐림,맑음,7.5,2.4,0
요코하마,2,24,겨울,흐림,흐림,6.5,4.3,0
요코하마,2,25,겨울,흐림,맑음,4.4,2.5,0.5
요코하마,2,26,겨울,쾌청,맑음,6.3,3,0
요코하마,2,27,겨울,맑음,쾌청,8.2,4.6,0
요코하마,2,28,겨울,맑음,맑음,9.7,3.5,0.5
요코하마,2,29,겨울,흐림,비,8.6,3.6,7
요코하마,3,1,봄,쾌청,쾌청,5.6,4.5,0
요코하마,3,2,봄,쾌청,쾌청,6.9,2.8,0
요코하마,3,3,봄,쾌청,쾌청,10.4,2.2,0
요코하마,3,4,봄,맑음,맑음,11.1,2.7,0
요코하마,3,5,봄,맑음,맑음,11.7,3.2,0
요코하마,3,6,봄,흐림,비,12.9,3.5,16.5
요코하마,3,7,봄,비,비,15,2.5,87.5
요코하마,3,8,봄,흐림,맑음,15.4,2.4,0
요코하마,3,9,봄,흐림,비,9.4,3.2,26.5
요코하마,3,10,봄,흐림,흐림,6.6,4,0
요코하마,3,11,봄,비,비,5,2.4,1
요코하마,3,12,봄,흐림,흐림,6.4,2.9,0
요코하마,3,13,봄,다소흐림,흐림,7.3,3.5,0
요코하마,3,14,봄,비,비,5.8,5.5,44.5
요코하마,3,15,봄,쾌청,맑음,8.7,5.4,0.5
요코하마,3,16,봄,흐림,흐림,9.5,2.6,0
요코하마,3,17,봄,쾌청,쾌청,12.9,2.4,0
요코하마,3,18,봄,맑음,흐림,14.9,4.2,0
요코하마,3,19,봄,비,흐림,15.3,3.5,19.5
요코하마,3,20,봄,흐림,맑음,12.8,4,0.5
요코하마,3,21,봄,흐림,맑음,9.6,2.9,0
요코하마,3,22,봄,흐림,쾌청,11.3,3.8,0
요코하마,3,23,봄,다소흐림,맑음,12.1,3.2,0
요코하마,3,24,봄,비,흐림,6.9,2.6,0
요코하마,3,25,봄,쾌청,흐림,8.6,3.3,0
요코하마,3,26,봄,흐림,맑음,8.2,3.2,0
요코하마,3,27,봄,흐림,맑음,10.5,3.4,0
요코하마,3,28,봄,흐림,흐림,11.2,2.8,10
요코하마,3,29,봄,쾌청,다소흐림,12.6,3.6,0
요코하마,3,30,봄,다소흐림,다소흐림,15.1,4.4,0
요코하마,3,31,봄,맑음,다소흐림,15.3,3.3,0
요코하마,4,1,봄,흐림,흐림,13.2,3.6,4
요코하마,4,2,봄,비,흐림,10.9,3.5,1.5
요코하마,4,3,봄,비,흐림,13.5,2.8,3.5
요코하마,4,4,봄,비,흐림,16.3,4.8,8
요코하마,4,5,봄,흐림,흐림,11.2,2.4,0.5
요코하마,4,6,봄,맑음,흐림,14.5,2.4,0
요코하마,4,7,봄,비,비,15.1,3.8,43.5
요코하마,4,8,봄,흐림,흐림,16.9,2.7,0
요코하마,4,9,봄,다소흐림,다소흐림,17.2,3.7,0
요코하마,4,10,봄,다소흐림,흐림,17.4,2.3,0
요코하마,4,11,봄,흐림,맑음,12,4.8,0
요코하마,4,12,봄,쾌청,다소흐림,11.1,4,0
요코하마,4,13,봄,비,다소흐림,14.9,3.2,6
요코하마,4,14,봄,비,흐림,15,2.8,39.5
요코하마,4,15,봄,쾌청,쾌청,16.8,4.2,0
요코하마,4,16,봄,흐림,다소흐림,16.4,3.5,0
요코하마,4,17,봄,흐림,맑음,19.2,8.3,1
요코하마,4,18,봄,다소흐림,흐림,18.8,4.1,1
요코하마,4,19,봄,쾌청,쾌청,16.7,3.4,0
요코하마,4,20,봄,쾌청,다소흐림,15.4,3.9,0
요코하마,4,21,봄,흐림,비,16.7,4.7,10
요코하마,4,22,봄,맑음,흐림,16.6,3.5,0.5
요코하마,4,23,봄,흐림,흐림,17.7,3.3,0
요코하마,4,24,봄,비,흐림,15.8,2.6,5
요코하마,4,25,봄,다소흐림,다소흐림,18.1,2.1,0
요코하마,4,26,봄,맑음,다소흐림,19.2,3,0
요코하마,4,27,봄,흐림,다소흐림,17.9,2.8,1
요코하마,4,28,봄,비,비,14.8,3.2,27.5
요코하마,4,29,봄,흐림,쾌청,16.4,6.5,1.5
요코하마,4,30,봄,맑음,맑음,16.7,4,0
요코하마,5,1,봄,맑음,맑음,18.9,2.3,0
요코하마,5,2,봄,다소흐림,흐림,18,2.8,0
요코하마,5,3,봄,흐림,다소흐림,20.1,5,0
요코하마,5,4,봄,맑음,쾌청,21.7,8.5,19.5
요코하마,5,5,봄,쾌청,쾌청,22.4,4.7,0
요코하마,5,6,봄,흐림,비,18.6,3.3,0.5
요코하마,5,7,봄,맑음,맑음,20.8,6,0
요코하마,5,8,봄,쾌청,다소흐림,20.8,3.9,0
요코하마,5,9,봄,다소흐림,비,18,2.6,18.5
요코하마,5,10,봄,흐림,흐림,19.1,3.3,4.5
요코하마,5,11,봄,흐림,흐림,22,7.4,13.5
요코하마,5,12,봄,쾌청,쾌청,21.1,3.1,0
요코하마,5,13,봄,맑음,쾌청,20.6,2.7,0
요코하마,5,14,봄,다소흐림,다소흐림,20.1,3.6,0
요코하마,5,15,봄,맑음,다소흐림,17.6,3.4,0
요코하마,5,16,봄,흐림,흐림,19.2,4.4,0
요코하마,5,17,봄,비,비,18.9,3.8,29
요코하마,5,18,봄,쾌청,맑음,20.1,3.5,0
요코하마,5,19,봄,쾌청,다소흐림,19.6,3.9,0
요코하마,5,20,봄,흐림,흐림,17.3,3.3,0
요코하마,5,21,봄,쾌청,쾌청,18.9,3.2,1.5
요코하마,5,22,봄,쾌청,쾌청,22.2,3.2,0
요코하마,5,23,봄,다소흐림,맑음,23.4,2.3,0
요코하마,5,24,봄,다소흐림,흐림,23.5,3.8,0
요코하마,5,25,봄,흐림,흐림,22,5.4,0
요코하마,5,26,봄,흐림,맑음,22.7,5.8,0
요코하마,5,27,봄,비,비,19.6,3.4,19.5
요코하마,5,28,봄,흐림,흐림,19.5,1.8,0
요코하마,5,29,봄,맑음,다소흐림,21.6,2.7,0
요코하마,5,30,봄,비,흐림,17.3,3.6,22.5
요코하마,5,31,봄,흐림,다소흐림,20.2,3.6,0
요코하마,6,1,여름,흐림,다소흐림,21.3,4,1
요코하마,6,2,여름,쾌청,맑음,21.1,6.2,0
요코하마,6,3,여름,맑음,쾌청,19.6,4.5,0
요코하마,6,4,여름,다소흐림,흐림,21.4,5.8,0
요코하마,6,5,여름,비,흐림,18.7,2.9,6.5
요코하마,6,6,여름,흐림,흐림,19.9,2.7,0
요코하마,6,7,여름,흐림,흐림,19.7,2.1,1.5
요코하마,6,8,여름,흐림,흐림,21.6,2.5,3
요코하마,6,9,여름,흐림,흐림,21.1,2.3,10.5
요코하마,6,10,여름,다소흐림,맑음,23.3,3.2,0
요코하마,6,11,여름,맑음,다소흐림,23.1,3.2,0
요코하마,6,12,여름,다소흐림,다소흐림,23.5,3.1,0
요코하마,6,13,여름,비,비,20,5,78.5
요코하마,6,14,여름,맑음,흐림,22.1,3.4,0
요코하마,6,15,여름,흐림,흐림,21.5,2.6,0
요코하마,6,16,여름,흐림,흐림,22.1,3.1,6.5
요코하마,6,17,여름,흐림,맑음,24,2.7,1
요코하마,6,18,여름,맑음,맑음,26.5,3.4,0
요코하마,6,19,여름,흐림,흐림,23.9,3.7,6
요코하마,6,20,여름,흐림,다소흐림,24.4,2.2,1.5
요코하마,6,21,여름,비,흐림,23,1.9,13.5
요코하마,6,22,여름,비,흐림,22.8,2.3,0
요코하마,6,23,여름,비,맑음,23.2,2.5,15.5
요코하마,6,24,여름,흐림,흐림,22.9,2.9,0
요코하마,6,25,여름,흐림,흐림,25.6,7,1.5
요코하마,6,26,여름,다소흐림,다소흐림,24.9,3.3,0
요코하마,6,27,여름,쾌청,맑음,24.4,2.9,0
요코하마,6,28,여름,비,비,19.3,2.6,24
요코하마,6,29,여름,비,흐림,21.3,1.7,5
요코하마,6,30,여름,흐림,흐림,22.9,1.4,0
요코하마,7,1,여름,흐림,맑음,25.4,2,0
요코하마,7,2,여름,흐림,다소흐림,26.5,3.7,0
요코하마,7,3,여름,흐림,흐림,28.9,5.6,0
요코하마,7,4,여름,맑음,맑음,27.6,2.4,26.5
요코하마,7,5,여름,흐림,비,22.2,3.3,0
요코하마,7,6,여름,흐림,맑음,23.7,3,0
요코하마,7,7,여름,맑음,쾌청,27.4,2.7,0
요코하마,7,8,여름,흐림,흐림,24.7,2.2,0
요코하마,7,9,여름,비,비,22.4,3.2,17.5
요코하마,7,10,여름,맑음,다소흐림,25.2,2.4,0
요코하마,7,11,여름,맑음,맑음,27.2,2.6,0
요코하마,7,12,여름,비,맑음,26.5,2.8,0
요코하마,7,13,여름,비,비,25.3,1.5,1
요코하마,7,14,여름,흐림,맑음,26.8,2.5,61
요코하마,7,15,여름,흐림,비,22.9,2.4,110
요코하마,7,16,여름,흐림,맑음,24,2.6,0
요코하마,7,17,여름,흐림,흐림,26.4,2.6,0
요코하마,7,18,여름,다소흐림,맑음,28.6,3,0
요코하마,7,19,여름,맑음,맑음,27.9,3.1,0
요코하마,7,20,여름,흐림,흐림,26.2,3,2.5
요코하마,7,21,여름,비,비,21.9,2.5,61.5
요코하마,7,22,여름,비,흐림,21.8,2.8,9
요코하마,7,23,여름,흐림,흐림,22.7,3,0
요코하마,7,24,여름,맑음,맑음,24,2.9,0
요코하마,7,25,여름,흐림,흐림,24.9,2.2,0
요코하마,7,26,여름,흐림,비,24,2.9,1
요코하마,7,27,여름,흐림,비,24.1,3.2,0
요코하마,7,28,여름,흐림,다소흐림,26.2,3,0
요코하마,7,29,여름,맑음,쾌청,26.8,2.7,0
요코하마,7,30,여름,맑음,맑음,27.4,2,0
요코하마,7,31,여름,맑음,비,27.6,2.8,0
요코하마,8,1,여름,흐림,맑음,27.2,3,1
요코하마,8,2,여름,흐림,흐림,26.6,2.5,4.5
요코하마,8,3,여름,흐림,흐림,27.1,2.5,4
요코하마,8,4,여름,맑음,맑음,28.2,3,0
요코하마,8,5,여름,맑음,맑음,28.5,3.3,0
요코하마,8,6,여름,맑음,맑음,28.9,2.7,0
요코하마,8,7,여름,맑음,맑음,28.8,3.6,0
요코하마,8,8,여름,흐림,다소흐림,29.2,5.5,0
요코하마,8,9,여름,다소흐림,맑음,31.6,3,0
요코하마,8,10,여름,흐림,다소흐림,29.3,3.9,0
요코하마,8,11,여름,흐림,다소흐림,27.2,2.9,0
요코하마,8,12,여름,흐림,맑음,26.6,3,0
요코하마,8,13,여름,맑음,맑음,26.4,2.9,0
요코하마,8,14,여름,흐림,흐림,26.4,2.8,0
요코하마,8,15,여름,흐림,흐림,27.2,3.7,0
요코하마,8,16,여름,흐림,흐림,27.1,4.1,33.5
요코하마,8,17,여름,맑음,흐림,28.7,6.1,9.5
요코하마,8,18,여름,다소흐림,흐림,28.4,3,4.5
요코하마,8,19,여름,맑음,맑음,28.2,3.3,0
요코하마,8,20,여름,비,흐림,26.3,3.5,18.5
요코하마,8,21,여름,흐림,흐림,28,2.8,0
요코하마,8,22,여름,비,비,26.3,5,104
요코하마,8,23,여름,흐림,흐림,27,3.3,0
요코하마,8,24,여름,흐림,흐림,26.5,2.6,5.5
요코하마,8,25,여름,맑음,맑음,27.9,2.6,0
요코하마,8,26,여름,맑음,쾌청,28.4,3,0
요코하마,8,27,여름,흐림,비,24.8,2.9,2.5
요코하마,8,28,여름,비,흐림,22.5,3,10.5
요코하마,8,29,여름,흐림,맑음,26.1,3.8,2.5
요코하마,8,30,여름,비,비,25.6,5.5,20
요코하마,8,31,여름,쾌청,쾌청,27,5.8,0
요코하마,9,1,가을,맑음,맑음,27.2,3,0
요코하마,9,2,가을,맑음,맑음,26.9,3.2,0
요코하마,9,3,가을,흐림,맑음,27,3.1,2
요코하마,9,4,가을,흐림,맑음,27,2.3,12
요코하마,9,5,가을,맑음,맑음,28.2,3,0
요코하마,9,6,가을,다소흐림,다소흐림,28.3,4.9,0
요코하마,9,7,가을,흐림,맑음,27.1,4,3.5
요코하마,9,8,가을,흐림,흐림,27.2,4,0.5
요코하마,9,9,가을,맑음,맑음,27.8,2.2,0
요코하마,9,10,가을,맑음,쾌청,27.2,3.3,0
요코하마,9,11,가을,비,흐림,23,2.4,16.5
요코하마,9,12,가을,흐림,흐림,24.5,3.5,0
요코하마,9,13,가을,비,비,23.2,2.8,57.5
요코하마,9,14,가을,비,흐림,22.7,2.3,9
요코하마,9,15,가을,흐림,흐림,24.3,2.1,5
요코하마,9,16,가을,비,흐림,23.6,1.6,0.5
요코하마,9,17,가을,맑음,다소흐림,25.3,2.4,0
요코하마,9,18,가을,비,비,25.2,3.9,0.5
요코하마,9,19,가을,흐림,비,21.8,3,19.5
요코하마,9,20,가을,비,비,19.3,5.6,112
요코하마,9,21,가을,흐림,흐림,20.4,3.3,0
요코하마,9,22,가을,비,흐림,19.6,4.4,52.5
요코하마,9,23,가을,흐림,비,21.4,1.3,17
요코하마,9,24,가을,흐림,비,21.9,2.2,5
요코하마,9,25,가을,흐림,흐림,23.8,2.1,0
요코하마,9,26,가을,흐림,흐림,25.5,1.7,0
요코하마,9,27,가을,흐림,맑음,26,2.2,0
요코하마,9,28,가을,흐림,비,26.9,4.1,0
요코하마,9,29,가을,비,흐림,25.4,2.9,0
요코하마,9,30,가을,흐림,흐림,21.7,2.6,1
요코하마,10,1,가을,비,흐림,20.1,2.6,2
요코하마,10,2,가을,흐림,쾌청,22.9,1.7,0
요코하마,10,3,가을,비,비,22.8,2.4,3.5
요코하마,10,4,가을,다소흐림,흐림,25.2,2.2,0
요코하마,10,5,가을,흐림,흐림,24.6,3.1,0.5
요코하마,10,6,가을,다소흐림,흐림,26.2,3.8,0
요코하마,10,7,가을,흐림,흐림,21.5,3.7,0
요코하마,10,8,가을,흐림,맑음,22.3,3.5,12
요코하마,10,9,가을,비,흐림,22.8,5.3,6.5
요코하마,10,10,가을,흐림,흐림,18.9,3,0
요코하마,10,11,가을,흐림,흐림,18.2,2.6,0
요코하마,10,12,가을,맑음,다소흐림,18.6,2.4,0
요코하마,10,13,가을,흐림,흐림,16.9,3,0
요코하마,10,14,가을,흐림,다소흐림,16.8,3,0
요코하마,10,15,가을,쾌청,쾌청,17.4,3,0
요코하마,10,16,가을,맑음,맑음,18.5,2.5,0
요코하마,10,17,가을,비,흐림,18.1,3,13.5
요코하마,10,18,가을,맑음,다소흐림,21.6,2.1,3.5
요코하마,10,19,가을,흐림,흐림,21.4,2.7,0
요코하마,10,20,가을,쾌청,쾌청,22.3,2.8,0
요코하마,10,21,가을,흐림,흐림,19,3,0
요코하마,10,22,가을,흐림,흐림,17.2,3.3,0
요코하마,10,23,가을,다소흐림,흐림,18.4,3.7,0
요코하마,10,24,가을,흐림,쾌청,15.8,2.5,0
요코하마,10,25,가을,맑음,흐림,14.8,2.6,3
요코하마,10,26,가을,쾌청,쾌청,20.4,2.7,0
요코하마,10,27,가을,쾌청,흐림,19.7,4.2,0
요코하마,10,28,가을,흐림,비,12.8,3.5,20
요코하마,10,29,가을,흐림,흐림,15.9,2.7,1
요코하마,10,30,가을,흐림,흐림,12.4,2.7,1
요코하마,10,31,가을,맑음,흐림,14.7,2.5,0
요코하마,11,1,가을,비,맑음,13.9,2.9,9.5
요코하마,11,2,가을,흐림,흐림,11.6,3.2,2.5
요코하마,11,3,가을,맑음,쾌청,13.3,3.5,0.5
요코하마,11,4,가을,쾌청,맑음,14.4,3.2,0
요코하마,11,5,가을,흐림,쾌청,15.3,3.4,0
요코하마,11,6,가을,쾌청,쾌청,15.8,3.8,0
요코하마,11,7,가을,흐림,맑음,11.8,2.9,0
요코하마,11,8,가을,흐림,흐림,11,2.2,3.5
요코하마,11,9,가을,비,쾌청,10.9,6.8,5
요코하마,11,10,가을,흐림,흐림,10.1,4,0
요코하마,11,11,가을,비,비,9.4,5.4,47
요코하마,11,12,가을,쾌청,쾌청,14.6,2.9,0
요코하마,11,13,가을,쾌청,맑음,15.1,2.4,0
요코하마,11,14,가을,흐림,비,14.3,2.6,3.5
요코하마,11,15,가을,흐림,흐림,15.5,2.7,0.5
요코하마,11,16,가을,흐림,흐림,12.9,3.5,0
요코하마,11,17,가을,쾌청,다소흐림,13.3,2.7,0
요코하마,11,18,가을,맑음,맑음,12.5,2.4,0
요코하마,11,19,가을,비,흐림,10.6,2.8,24
요코하마,11,20,가을,쾌청,다소흐림,15,1.9,0
요코하마,11,21,가을,흐림,흐림,13.4,3.3,1.5
요코하마,11,22,가을,맑음,쾌청,14.6,1.9,12.5
요코하마,11,23,가을,흐림,흐림,11.7,4.2,1
요코하마,11,24,가을,눈,눈,3.1,4.9,21
요코하마,11,25,가을,다소흐림,쾌청,6.4,2.8,0
요코하마,11,26,가을,쾌청,맑음,8.9,3.3,0
요코하마,11,27,가을,흐림,흐림,10.6,2.9,10
요코하마,11,28,가을,흐림,맑음,11.5,4.1,6
요코하마,11,29,가을,흐림,맑음,10.8,4.9,0
요코하마,11,30,가을,맑음,흐림,9.4,3.5,0
요코하마,12,1,겨울,비,다소흐림,11.1,3.7,18.5
요코하마,12,2,겨울,쾌청,맑음,12.3,3.4,0
요코하마,12,3,겨울,맑음,흐림,12.1,2.4,0
요코하마,12,4,겨울,다소흐림,다소흐림,13.1,2.6,0.5
요코하마,12,5,겨울,맑음,다소흐림,13.8,2,2.5
요코하마,12,6,겨울,쾌청,쾌청,11.7,4.8,0
요코하마,12,7,겨울,흐림,맑음,8.4,3.2,0
요코하마,12,8,겨울,쾌청,다소흐림,9.8,2.7,0
요코하마,12,9,겨울,쾌청,쾌청,12.1,4.9,0
요코하마,12,10,겨울,쾌청,맑음,9.1,4.7,0
요코하마,12,11,겨울,맑음,맑음,7.4,3.8,0
요코하마,12,12,겨울,맑음,다소흐림,7.5,2.3,0
요코하마,12,13,겨울,흐림,흐림,10.1,2.4,4.5
요코하마,12,14,겨울,비,흐림,8.7,4.4,39
요코하마,12,15,겨울,흐림,맑음,7,4.3,0
요코하마,12,16,겨울,맑음,쾌청,5.5,4.6,0
요코하마,12,17,겨울,쾌청,쾌청,8.1,2,0
요코하마,12,18,겨울,쾌청,맑음,9,1.5,0
요코하마,12,19,겨울,다소흐림,맑음,11.5,1.7,0
요코하마,12,20,겨울,흐림,맑음,10.8,2.2,0
요코하마,12,21,겨울,쾌청,다소흐림,11.8,1.9,0
요코하마,12,22,겨울,다소흐림,흐림,16,5,13.5
요코하마,12,23,겨울,쾌청,맑음,16.2,6.2,7.5
요코하마,12,24,겨울,쾌청,맑음,9.3,4.3,0
요코하마,12,25,겨울,흐림,쾌청,8.1,2.3,0
요코하마,12,26,겨울,흐림,흐림,8.9,2.8,0
요코하마,12,27,겨울,비,흐림,13.2,6.1,4.5
요코하마,12,28,겨울,쾌청,쾌청,6.8,5.3,0
요코하마,12,29,겨울,흐림,맑음,6.4,3,0
