도시,월,일,계절,오전날씨,오후날씨,기온,풍속,강수량
요코하마,12,30,겨울,맑음,쾌청,6.6,4.8,0
요코하마,12,31,겨울,쾌청,쾌청,7.2,2.2,0
아오모리,1,1,겨울,눈,눈,0.9,4.3,2
아오모리,1,2,겨울,흐림,흐림,3.8,4.8,0
아오모리,1,3,겨울,비,비,3.9,3.6,0
아오모리,1,4,겨울,다소흐림,눈,1.1,3.3,6
아오모리,1,5,겨울,흐림,우박,-0.4,6.1,2
아오모리,1,6,겨울,흐림,맑음,0.7,5.4,2
아오모리,1,7,겨울,눈,맑음,-0.5,4.9,8.5
아오모리,1,8,겨울,맑음,맑음,0.6,5.8,2.5
아오모리,1,9,겨울,눈,눈,-0.9,4.1,5.5
아오모리,1,10,겨울,눈,눈,-1,5.4,5.5
아오모리,1,11,겨울,눈,눈,-4,4.1,12.5
아오모리,1,12,겨울,눈,눈,-3.2,5.5,4.5
아오모리,1,13,겨울,흐림,맑음,-1.8,3.1,2
아오모리,1,14,겨울,눈,눈,-2.2,4.5,10
아오모리,1,15,겨울,눈,맑음,-2.2,4.3,0.5
아오모리,1,16,겨울,눈,눈,-2.5,4.8,9.5
아오모리,1,17,겨울,눈,눈,-2.9,3.6,4
아오모리,1,18,겨울,눈,눈,0,7,34.5
아오모리,1,19,겨울,눈,눈,0.2,3.2,2
아오모리,1,20,겨울,눈,맑음,0.3,3.4,2.5
아오모리,1,21,겨울,눈,눈,-1,3.9,10.5
아오모리,1,22,겨울,눈,눈,-2.5,5.4,4.5
아오모리,1,23,겨울,눈,다소흐림,-2.7,4,3
아오모리,1,24,겨울,흐림,맑음,-2.5,3,0.5
아오모리,1,25,겨울,눈,눈,-2.2,4.4,8.5
아오모리,1,26,겨울,눈,맑음,0.8,4.1,0
아오모리,1,27,겨울,눈,눈,1.3,5.4,3
아오모리,1,28,겨울,흐림,흐림,0.4,5,0
아오모리,1,29,겨울,맑음,눈,-1.1,3.8,0
아오모리,1,30,겨울,눈,눈,-1.5,2.8,0
아오모리,1,31,겨울,눈,눈,-2.7,5.1,2.5
아오모리,2,1,겨울,눈,흐림,-3.7,4.1,3.5
아오모리,2,2,겨울,눈,눈,-3.5,4.3,7.5
아오모리,2,3,겨울,눈,눈,-1.8,3.8,1.5
아오모리,2,4,겨울,맑음,흐림,0.6,3.1,0
아오모리,2,5,겨울,눈,흐림,0.7,6.1,0
아오모리,2,6,겨울,눈,눈,-2.2,4.5,3
아오모리,2,7,겨울,맑음,눈,-3.3,4.7,5
아오모리,2,8,겨울,눈,맑음,0.5,2.2,3
아오모리,2,9,겨울,맑음,눈,1.2,3.7,3
아오모리,2,10,겨울,눈,눈,-0.7,5.5,1
아오모리,2,11,겨울,맑음,맑음,-0.2,3.3,0
아오모리,2,12,겨울,다소흐림,다소흐림,1,1.8,0
아오모리,2,13,겨울,흐림,비,5.8,3.2,0
아오모리,2,14,겨울,비,흐림,6.1,6.1,3.5
아오모리,2,15,겨울,눈,눈,-2.7,6.8,2
아오모리,2,16,겨울,눈,눈,-2.6,4.5,2
아오모리,2,17,겨울,눈,흐림,-2.1,5,6.5
아오모리,2,18,겨울,맑음,비,2.4,3.6,3.5
아오모리,2,19,겨울,흐림,비,4,4.3,1
아오모리,2,20,겨울,다소흐림,비,3,3.5,1.5
아오모리,2,21,겨울,비,눈,1.5,5.8,9.5
아오모리,2,22,겨울,흐림,흐림,-0.7,4.6,0
아오모리,2,23,겨울,흐림,다소흐림,1.2,3.4,3
아오모리,2,24,겨울,눈,눈,-3,4.6,5
아오모리,2,25,겨울,맑음,맑음,-3.3,4,4
아오모리,2,26,겨울,눈,눈,-2.4,4.1,2.5
아오모리,2,27,겨울,맑음,흐림,-1.5,3.3,2
아오모리,2,28,겨울,쾌청,쾌청,0.1,2.3,0.5
아오모리,2,29,겨울,비,비,3.8,7,3
아오모리,3,1,봄,눈,눈,-1.7,7.8,5
아오모리,3,2,봄,눈,눈,-1.6,4.2,4
아오모리,3,3,봄,눈,진눈깨비,0.5,2.5,6
아오모리,3,4,봄,흐림,맑음,0.8,2.4,0
아오모리,3,5,봄,쾌청,맑음,1.2,3.1,0
아오모리,3,6,봄,흐림,흐림,4.6,1.7,2.5
아오모리,3,7,봄,흐림,맑음,6.5,2.8,5
아오모리,3,8,봄,흐림,비,5.3,5.2,0
아오모리,3,9,봄,눈,흐림,1.1,4.3,0
아오모리,3,10,봄,맑음,흐림,-0.1,2.7,0
아오모리,3,11,봄,눈,맑음,-0.7,4.2,2.5
아오모리,3,12,봄,맑음,흐림,0.3,3.3,1.5
아오모리,3,13,봄,다소흐림,흐림,2.5,2.6,0
아오모리,3,14,봄,쾌청,흐림,3.5,2.1,0
아오모리,3,15,봄,쾌청,맑음,3.5,5,0
아오모리,3,16,봄,쾌청,맑음,7.8,6,0
아오모리,3,17,봄,쾌청,쾌청,10.9,5.1,0
아오모리,3,18,봄,흐림,다소흐림,10.2,3,0
아오모리,3,19,봄,비,비,8.7,2.4,10
아오모리,3,20,봄,흐림,맑음,4.9,4.2,1
아오모리,3,21,봄,맑음,맑음,3.1,4.7,0
아오모리,3,22,봄,비,비,3.2,3.6,8.5
아오모리,3,23,봄,진눈깨비,흐림,3.2,4.9,0
아오모리,3,24,봄,흐림,우박,1.6,3.5,2
아오모리,3,25,봄,맑음,흐림,2.7,3.7,1
아오모리,3,26,봄,맑음,맑음,4.5,3.3,1
아오모리,3,27,봄,맑음,맑음,7.2,4.1,0
아오모리,3,28,봄,흐림,쾌청,7.5,4.8,0
아오모리,3,29,봄,다소흐림,다소흐림,8.1,2.7,0
아오모리,3,30,봄,다소흐림,비,7.3,3.6,4
아오모리,3,31,봄,맑음,쾌청,7.3,5,0
아오모리,4,1,봄,맑음,맑음,5.8,4.6,0
아오모리,4,2,봄,맑음,다소흐림,8.7,4.9,0
아오모리,4,3,봄,비,흐림,8.1,2.5,17.5
아오모리,4,4,봄,비,맑음,5.6,2.9,5.5
아오모리,4,5,봄,쾌청,쾌청,9.7,4.7,0.5
아오모리,4,6,봄,맑음,맑음,8.5,4.9,0
아오모리,4,7,봄,흐림,비,7.1,2.5,6
아오모리,4,8,봄,맑음,흐림,9,3.8,4.5
아오모리,4,9,봄,다소흐림,다소흐림,9.6,5.8,0
아오모리,4,10,봄,흐림,다소흐림,6.4,3.2,0
아오모리,4,11,봄,흐림,진눈깨비,3.3,4,4
아오모리,4,12,봄,맑음,다소흐림,6.8,4.4,0
아오모리,4,13,봄,다소흐림,비,11.2,3.4,6.5
아오모리,4,14,봄,흐림,흐림,11.4,2.2,9.5
아오모리,4,15,봄,흐림,흐림,7.3,7.1,1
아오모리,4,16,봄,다소흐림,흐림,9.9,3.7,0
아오모리,4,17,봄,흐림,비,10.5,6.2,5
아오모리,4,18,봄,흐림,흐림,10.9,6.7,0
아오모리,4,19,봄,흐림,흐림,8.6,5.3,0
아오모리,4,20,봄,맑음,흐림,12.3,5.5,0
아오모리,4,21,봄,다소흐림,흐림,15.5,4.9,0
아오모리,4,22,봄,쾌청,쾌청,12.9,3.6,1.5
아오모리,4,23,봄,다소흐림,비,10.3,2.8,0
아오모리,4,24,봄,쾌청,쾌청,12,4.6,0
아오모리,4,25,봄,쾌청,쾌청,10.4,2.5,0
아오모리,4,26,봄,맑음,맑음,11.3,3,0
아오모리,4,27,봄,맑음,맑음,10.8,4.1,0
아오모리,4,28,봄,흐림,비,8.7,4.1,17
아오모리,4,29,봄,비,비,6.6,5.3,14.5
아오모리,4,30,봄,흐림,맑음,7.7,6,0
아오모리,5,1,봄,흐림,맑음,8,2.2,0
아오모리,5,2,봄,맑음,다소흐림,11,2.4,0
아오모리,5,3,봄,다소흐림,다소흐림,14,2,0
아오모리,5,4,봄,비,흐림,15.3,5.1,2.5
아오모리,5,5,봄,흐림,흐림,15,7.5,0
아오모리,5,6,봄,흐림,흐림,14.5,3.3,0.5
아오모리,5,7,봄,흐림,쾌청,14.5,5.4,5.5
아오모리,5,8,봄,쾌청,쾌청,14.6,5.9,0
아오모리,5,9,봄,맑음,맑음,12.5,2.4,0
아오모리,5,10,봄,흐림,비,12.1,7.2,5
아오모리,5,11,봄,비,흐림,12,6.3,10.5
아오모리,5,12,봄,흐림,맑음,12,5.8,1.5
아오모리,5,13,봄,다소흐림,다소흐림,15.1,3.3,0
아오모리,5,14,봄,쾌청,맑음,15.1,4,0
아오모리,5,15,봄,다소흐림,다소흐림,15.2,3.3,0
아오모리,5,16,봄,다소흐림,다소흐림,13.8,2.6,0
아오모리,5,17,봄,다소흐림,쾌청,14.3,2.9,3
아오모리,5,18,봄,맑음,쾌청,16.6,2.8,0
아오모리,5,19,봄,쾌청,쾌청,14.6,2.3,0
아오모리,5,20,봄,다소흐림,다소흐림,15.8,2.6,0
아오모리,5,21,봄,맑음,맑음,15.1,2.7,0
아오모리,5,22,봄,쾌청,쾌청,19.6,2.2,0
아오모리,5,23,봄,다소흐림,다소흐림,19.7,3.2,0
아오모리,5,24,봄,다소흐림,흐림,17.6,2.8,0
아오모리,5,25,봄,흐림,흐림,19.2,5.1,0
아오모리,5,26,봄,다소흐림,흐림,21,3.8,3
아오모리,5,27,봄,다소흐림,맑음,18.6,4.5,0
아오모리,5,28,봄,쾌청,쾌청,18.2,3.1,0
아오모리,5,29,봄,쾌청,흐림,17.4,2.7,0
아오모리,5,30,봄,다소흐림,맑음,18.2,3.3,0
아오모리,5,31,봄,다소흐림,흐림,16.1,2.9,22
아오모리,6,1,여름,비,흐림,12.9,5.7,12.5
아오모리,6,2,여름,흐림,흐림,13,4.9,0
아오모리,6,3,여름,맑음,흐림,15.3,5.1,0
아오모리,6,4,여름,흐림,비,16.6,3.3,6.5
아오모리,6,5,여름,흐림,맑음,15.1,2.9,0
아오모리,6,6,여름,쾌청,다소흐림,15.5,2.1,0
아오모리,6,7,여름,맑음,다소흐림,17.7,2.2,0
아오모리,6,8,여름,흐림,비,17,1.6,0.5
아오모리,6,9,여름,비,비,16.9,1.4,19
아오모리,6,10,여름,맑음,맑음,18.3,4.2,0
아오모리,6,11,여름,맑음,다소흐림,17,2.9,0
아오모리,6,12,여름,흐림,흐림,18,2.9,0
아오모리,6,13,여름,비,비,17.6,1.8,1
아오모리,6,14,여름,비,비,18.2,3.3,1
아오모리,6,15,여름,다소흐림,다소흐림,19,3,0
아오모리,6,16,여름,흐림,비,17.2,2.2,5
아오모리,6,17,여름,비,비,18.8,2.4,17.5
아오모리,6,18,여름,흐림,흐림,17.7,3.8,0
아오모리,6,19,여름,다소흐림,다소흐림,17.9,2.7,0
아오모리,6,20,여름,비,흐림,18.4,2,7.5
아오모리,6,21,여름,흐림,맑음,19.4,3.7,0
아오모리,6,22,여름,흐림,다소흐림,18.7,3.4,0
아오모리,6,23,여름,다소흐림,흐림,17.1,5.1,0.5
아오모리,6,24,여름,흐림,흐림,17.6,2.2,0
아오모리,6,25,여름,흐림,맑음,22.4,6.1,1.5
아오모리,6,26,여름,흐림,흐림,16.6,7.4,0
아오모리,6,27,여름,흐림,맑음,17.6,3.9,0
아오모리,6,28,여름,흐림,맑음,17.9,2.3,0
아오모리,6,29,여름,다소흐림,다소흐림,18.3,1.9,0
아오모리,6,30,여름,다소흐림,맑음,19.3,2,0
아오모리,7,1,여름,맑음,맑음,21.4,2.1,0
아오모리,7,2,여름,다소흐림,비,22.8,3.6,6
아오모리,7,3,여름,흐림,맑음,22.1,6.8,0
아오모리,7,4,여름,비,흐림,18.9,4,0
아오모리,7,5,여름,다소흐림,흐림,19.6,4.8,0
아오모리,7,6,여름,비,비,16.2,3.6,48
아오모리,7,7,여름,흐림,흐림,18.5,4,0
아오모리,7,8,여름,흐림,맑음,20.3,2.6,0
아오모리,7,9,여름,흐림,흐림,21.7,2,0
아오모리,7,10,여름,맑음,맑음,22.6,4.1,0.5
아오모리,7,11,여름,흐림,맑음,20.1,4.1,0
아오모리,7,12,여름,다소흐림,맑음,21.5,3,0
아오모리,7,13,여름,맑음,맑음,22.4,3.3,0
아오모리,7,14,여름,흐림,비,19.9,3.5,24
아오모리,7,15,여름,흐림,흐림,20.3,5.1,0
아오모리,7,16,여름,맑음,흐림,20.6,3.2,0
아오모리,7,17,여름,비,비,19.6,1.9,2
아오모리,7,18,여름,흐림,비,21,1.9,6
아오모리,7,19,여름,흐림,흐림,22,3.2,0
아오모리,7,20,여름,흐림,흐림,21.2,2.6,0
아오모리,7,21,여름,흐림,다소흐림,20.7,2.6,0
아오모리,7,22,여름,맑음,쾌청,20.4,3.8,0
아오모리,7,23,여름,맑음,다소흐림,20.5,4.7,0
아오모리,7,24,여름,쾌청,쾌청,21.3,3.8,0
아오모리,7,25,여름,맑음,다소흐림,22,2.7,0
아오모리,7,26,여름,흐림,다소흐림,22.3,2.8,0
아오모리,7,27,여름,비,흐림,21.6,1.7,5.5
아오모리,7,28,여름,흐림,흐림,25.7,2.9,22.5
아오모리,7,29,여름,흐림,맑음,26,1.8,0
아오모리,7,30,여름,맑음,비,26.5,1.7,14
아오모리,7,31,여름,흐림,흐림,25.4,1.7,4
아오모리,8,1,여름,흐림,다소흐림,25.3,2.8,0
아오모리,8,2,여름,흐림,흐림,24.3,2,0
아오모리,8,3,여름,흐림,맑음,25.4,2.3,0
아오모리,8,4,여름,다소흐림,맑음,26.3,3.7,0
아오모리,8,5,여름,맑음,맑음,27.6,4.5,0
아오모리,8,6,여름,맑음,맑음,26.2,2.3,0
아오모리,8,7,여름,맑음,쾌청,26.2,2.8,0
아오모리,8,8,여름,맑음,맑음,26.6,2.4,0
아오모리,8,9,여름,흐림,맑음,25.9,4.9,0
아오모리,8,10,여름,흐림,맑음,23.5,4.3,0
아오모리,8,11,여름,쾌청,쾌청,23.6,2.5,0
아오모리,8,12,여름,쾌청,쾌청,23.9,2.5,0
아오모리,8,13,여름,쾌청,쾌청,24,3.3,0
아오모리,8,14,여름,맑음,맑음,23.7,3.2,0
아오모리,8,15,여름,쾌청,다소흐림,24.5,2.3,0.5
아오모리,8,16,여름,흐림,흐림,24.1,2,1
아오모리,8,17,여름,비,비,23.2,3.5,74.5
아오모리,8,18,여름,맑음,맑음,25.3,3,0
아오모리,8,19,여름,흐림,흐림,24.4,2.1,0
아오모리,8,20,여름,흐림,흐림,25.4,2.1,2.5
아오모리,8,21,여름,맑음,흐림,24.8,3.8,0.5
아오모리,8,22,여름,흐림,비,24.1,2.4,48
아오모리,8,23,여름,맑음,맑음,24.6,3.9,33
아오모리,8,24,여름,쾌청,쾌청,24,2.9,0
아오모리,8,25,여름,쾌청,맑음,24.4,1.9,0
아오모리,8,26,여름,흐림,비,21.9,2.4,30.5
아오모리,8,27,여름,맑음,쾌청,20.2,3.6,0
아오모리,8,28,여름,맑음,맑음,21.6,5.7,0
아오모리,8,29,여름,비,비,24.4,7.4,0
아오모리,8,30,여름,비,비,24.9,9.7,61
아오모리,8,31,여름,맑음,맑음,24.3,2.5,0
아오모리,9,1,가을,맑음,쾌청,23.8,2,0
아오모리,9,2,가을,맑음,맑음,23.9,3.6,0
아오모리,9,3,가을,맑음,맑음,24.2,3.4,0
아오모리,9,4,가을,맑음,맑음,23.5,2.6,0
아오모리,9,5,가을,맑음,맑음,23.9,2.4,4
아오모리,9,6,가을,흐림,흐림,24,3.5,10.5
아오모리,9,7,가을,다소흐림,흐림,23.9,2.6,0
아오모리,9,8,가을,흐림,비,20.6,5.2,19.5
아오모리,9,9,가을,비,맑음,19.9,3.5,9
아오모리,9,10,가을,흐림,맑음,20.9,4.1,3
아오모리,9,11,가을,다소흐림,맑음,20.2,2.8,0
아오모리,9,12,가을,다소흐림,흐림,20.1,3.1,0
아오모리,9,13,가을,비,비,19.9,4.3,1.5
아오모리,9,14,가을,흐림,비,20.6,2.1,0.5
아오모리,9,15,가을,맑음,맑음,21.5,2,0
아오모리,9,16,가을,맑음,맑음,21.2,1.8,0
아오모리,9,17,가을,흐림,비,20.9,2.8,15.5
아오모리,9,18,가을,맑음,흐림,19.6,3.1,0
아오모리,9,19,가을,흐림,맑음,17.5,2.7,0
아오모리,9,20,가을,흐림,흐림,16.6,2.4,0
아오모리,9,21,가을,쾌청,맑음,17.3,3.1,0
아오모리,9,22,가을,흐림,흐림,18.2,2.3,9.5
아오모리,9,23,가을,비,흐림,19.1,1.8,13
아오모리,9,24,가을,다소흐림,다소흐림,20.6,2.1,0
아오모리,9,25,가을,맑음,흐림,20.5,1.9,0
아오모리,9,26,가을,다소흐림,맑음,21.2,2.3,0
아오모리,9,27,가을,흐림,흐림,20.3,1.5,12
아오모리,9,28,가을,흐림,흐림,21.9,3.9,3
아오모리,9,29,가을,흐림,맑음,18.2,3.2,0
아오모리,9,30,가을,다소흐림,흐림,16.4,2.7,0
아오모리,10,1,가을,쾌청,맑음,18.3,2.5,0
아오모리,10,2,가을,다소흐림,맑음,18.3,2.6,0
아오모리,10,3,가을,흐림,비,18.8,3.2,33
아오모리,10,4,가을,맑음,맑음,17.2,5.8,1.5
아오모리,10,5,가을,다소흐림,비,14.5,2.2,22
아오모리,10,6,가을,비,흐림,15.8,5.2,2
아오모리,10,7,가을,맑음,맑음,13.7,5.2,0.5
아오모리,10,8,가을,비,비,12.7,2.4,30
아오모리,10,9,가을,맑음,흐림,14.7,5.5,4.5
아오모리,10,10,가을,맑음,흐림,11.2,4.1,3.5
아오모리,10,11,가을,흐림,맑음,13.4,4.1,2
아오모리,10,12,가을,비,비,11.3,3.3,1.5
아오모리,10,13,가을,흐림,맑음,11.4,3.9,4.5
아오모리,10,14,가을,쾌청,흐림,12,3.2,0
아오모리,10,15,가을,쾌청,쾌청,11.7,1.9,0
아오모리,10,16,가을,맑음,다소흐림,15,2.6,0
아오모리,10,17,가을,흐림,흐림,17.2,3.3,0
아오모리,10,18,가을,맑음,맑음,16.2,3.8,0
아오모리,10,19,가을,쾌청,쾌청,13,2.3,0
아오모리,10,20,가을,흐림,맑음,11.1,6,5
아오모리,10,21,가을,맑음,맑음,9.6,5.4,0
아오모리,10,22,가을,다소흐림,흐림,11.4,3.4,1.5
아오모리,10,23,가을,흐림,맑음,9.5,3.9,0.5
아오모리,10,24,가을,비,흐림,9,4.6,5
아오모리,10,25,가을,맑음,흐림,10.6,2.8,12
아오모리,10,26,가을,맑음,다소흐림,14.1,5.1,2.5
아오모리,10,27,가을,맑음,흐림,9.6,5.8,0
아오모리,10,28,가을,흐림,흐림,10,3.8,0
아오모리,10,29,가을,맑음,흐림,7.1,4.6,1
아오모리,10,30,가을,흐림,비,6.5,4.4,0
아오모리,10,31,가을,비,비,7.4,4.2,14.5
아오모리,11,1,가을,비,비,4.9,2.6,2
아오모리,11,2,가을,맑음,맑음,5.9,2.6,0
아오모리,11,3,가을,비,맑음,5.5,3.4,7
아오모리,11,4,가을,맑음,흐림,6.5,5,6.5
아오모리,11,5,가을,비,비,11,4.2,6.5
아오모리,11,6,가을,비,흐림,4.8,4.7,2
아오모리,11,7,가을,맑음,쾌청,5.3,2.4,0
아오모리,11,8,가을,흐림,비,6.1,3.5,6
아오모리,11,9,가을,맑음,눈,1.7,5.8,10.5
아오모리,11,10,가을,눈,흐림,2.3,4.1,0.5
아오모리,11,11,가을,흐림,비,4.6,2.4,1
아오모리,11,12,가을,맑음,쾌청,10.2,4.2,0.5
아오모리,11,13,가을,비,흐림,9.1,3.6,2
아오모리,11,14,가을,쾌청,쾌청,6.9,1.8,0
아오모리,11,15,가을,흐림,맑음,10.9,5.9,10.5
아오모리,11,16,가을,흐림,맑음,3.9,5.6,3
아오모리,11,17,가을,진눈깨비,눈,3.9,4.8,0.5
아오모리,11,18,가을,쾌청,맑음,8.2,5.1,0
아오모리,11,19,가을,흐림,흐림,9.4,2.5,0
아오모리,11,20,가을,비,흐림,8.3,4,0
아오모리,11,21,가을,흐림,흐림,4.4,2.6,0
아오모리,11,22,가을,흐림,흐림,3.5,3.1,6
아오모리,11,23,가을,눈,눈,-1.1,3.8,5
아오모리,11,24,가을,흐림,맑음,-0.8,2.6,0
아오모리,11,25,가을,눈,흐림,1.1,3.5,3
아오모리,11,26,가을,맑음,다소흐림,2.1,2.2,0
아오모리,11,27,가을,다소흐림,흐림,5.3,3,2.5
아오모리,11,28,가을,맑음,진눈깨비,3.2,4.5,6.5
아오모리,11,29,가을,눈,눈,0.5,5.2,8
아오모리,11,30,가을,흐림,흐림,0.9,2.4,0.5
아오모리,12,1,겨울,비,비,3.5,3.3,16.5
아오모리,12,2,겨울,눈,우박,4,9.5,2.5
아오모리,12,3,겨울,쾌청,쾌청,5.1,4.1,0
아오모리,12,4,겨울,흐림,맑음,8.2,3.6,0
아오모리,12,5,겨울,비,흐림,8.8,2.6,3
아오모리,12,6,겨울,비,눈,1.9,5.9,16
아오모리,12,7,겨울,눈,눈,-1.5,3.9,2.5
아오모리,12,8,겨울,눈,맑음,0,2.9,1.5
아오모리,12,9,겨울,비,다소흐림,3.2,3.1,4.5
아오모리,12,10,겨울,맑음,눈,-0.3,5.1,7.5
아오모리,12,11,겨울,눈,눈,-2.3,3.3,6.5
아오모리,12,12,겨울,맑음,흐림,-1.5,2.4,0.5
아오모리,12,13,겨울,비,비,2.5,3.1,4.5
아오모리,12,14,겨울,눈,눈,1.4,2.5,1.5
아오모리,12,15,겨울,흐림,눈,-1.2,4,14
아오모리,12,16,겨울,눈,눈,-2.9,4.3,11
아오모리,12,17,겨울,눈,눈,-0.6,5.3,3
아오모리,12,18,겨울,쾌청,비,5.1,5.8,0
아오모리,12,19,겨울,쾌청,쾌청,4.6,3.7,0
아오모리,12,20,겨울,맑음,흐림,4.1,2.7,0
아오모리,12,21,겨울,흐림,다소흐림,3.6,2.7,0.5
아오모리,12,22,겨울,흐림,비,4.5,2.4,25
아오모리,12,23,겨울,맑음,비,6,6.5,8
아오모리,12,24,겨울,흐림,눈,0.4,4.9,6
아오모리,12,25,겨울,맑음,눈,1,3.7,0
아오모리,12,26,겨울,다소흐림,흐림,4.9,4.6,0
아오모리,12,27,겨울,눈,눈,0.7,2.9,21
아오모리,12,28,겨울,맑음,눈,-0.9,4.6,0
아오모리,12,29,겨울,진눈깨비,눈,-0.3,4,10.5
아오모리,12,30,겨울,눈,눈,-1.2,5.1,2
아오모리,12,31,겨울,흐림,흐림,2,4.3,1
